,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Runtime,Title,Type,Website,Writer,Year,_id,genre,imdbID,imdbId,imdbRating,imdbVotes,movielens_Id,sentiment_polarity,tmdbId,tomatoConsensus,tomatoFresh,tomatoImage,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoURL,tomatoUserMeter,tomatoUserRating,tomatoUserReviews
192,"Nicole Kidman, Ben Chaplin, Vincent Cassel, Mathieu Kassovitz",1 win.,4919896.0,"UK, USA",13 Aug 2002,Jez Butterworth,"[Comedy, Crime, Thriller]","English, Russian",51.0,A thirtysomething bank clerk from St Albans has his small-town life exploded by the arrival of his Russian mail-order bride.,https://images-na.ssl-images-amazon.com/images/M/MV5BNzA5Mzg4ODM3NV5BMl5BanBnXkFtZTcwNzQ3NDEzMQ@@._V1_SX300.jpg,Miramax Films,R,01 Feb 2002,True,93.0,Birthday Girl,movie,http://www.miramax.com/birthdaygirl/index.html,"Tom Butterworth, Jez Butterworth",2001,58f85d9c0d39b85b38207c08,Drama|Romance,tt0188453,188453,6.1,"21,654",5081,0.0,2084.0,"Kidman shows her range in this quirky movie, but the shift in tone from romantic comedy to thriller may leave viewers unsatisfied.",71,rotten,58.0,5.7,122,51,http://www.rottentomatoes.com/m/birthday_girl/,39.0,2.8,22214
193,"James Le Gros, Maura Tierney, Christopher Walken, Kevin Corrigan",2 nominations.,228361.0,USA,22 Oct 2002,Billy Morrissette,"[Comedy, Crime]",English,49.0,"A modernized retelling of ""MacBeth"" set in 1970s suburban Pennsylvania. Joe McBeth, an unambitious hamburger stand employee, is driven to success by his scheming wife.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NDk3NjkyM15BMl5BanBnXkFtZTcwMTQwODEzMQ@@._V1_SX300.jpg,Lot 47 Films,R,22 Jan 2001,True,104.0,"Scotland, Pa.",movie,http://www.lot47.com/scotlandpa,"William Shakespeare (play), Billy Morrissette",2001,58f85d9c0d39b85b38207c09,Comedy|Crime,tt0265713,265713,6.8,"3,920",5095,0.7,27593.0,"Though it's not as good as it could have been, Scotland PA shows cleverness at utilizing its premise.",44,rotten,59.0,6.1,74,30,http://www.rottentomatoes.com/m/scotland_pa/,74.0,3.6,5736
194,"André Vippolis, Joey Kern, Geoffrey Arend, Erik Stolhanske",1 win.,18380350.0,USA,06 Aug 2002,Jay Chandrasekhar,"[Comedy, Crime, Mystery]","English, German, French",48.0,"Five Vermont state troopers, avid pranksters with a knack for screwing up, try to save their jobs and out-do the local police department by solving a crime.",https://images-na.ssl-images-amazon.com/images/M/MV5BYzAyOTZjZDItZjNiYy00YTA3LWEyYWMtZTA0NmUzYjZhNjg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Fox Searchlight,R,15 Feb 2002,True,100.0,Super Troopers,movie,http://www.inorma.com/supertroopers,"Jay Chandrasekhar, Kevin Heffernan, Steve Lemme, Paul Soter, Erik Stolhanske",2001,58f85d9c0d39b85b38207c0a,Comedy|Crime|Mystery,tt0247745,247745,7.1,"77,352",5110,0.0833333333333,39939.0,"A more-miss -than-hit affair, Super Troopers will most likely appeal to those looking for something silly.",31,rotten,35.0,5.0,88,57,http://www.rottentomatoes.com/m/super_troopers/,90.0,3.7,262300
195,"Arliss Howard, Debra Winger, Paul Le Mat, Rosanna Arquette",,100420.0,USA,24 Sep 2002,Arliss Howard,"[Comedy, Drama, Romance]",English,49.0,"Vietnam veteran Leon Barlow is struggling as a writer, and his personal life isn't much better. His unsympathetic ex-wife Marilyn doesn't approve of his visits with his two children, and he...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwODIzMzk0OV5BMl5BanBnXkFtZTcwMzIxNjgxMQ@@._V1_SX300.jpg,IFC Films,R,01 Oct 2001,True,111.0,Big Bad Love,movie,http://www.bigbadlove.net,"Larry Brown (stories), James Howard (screenplay), Arliss Howard (screenplay)",2001,58f85d9c0d39b85b38207c0b,Drama,tt0260746,260746,6.2,577,5129,-0.1,75151.0,"A boozy depiction of a struggling writer, Big Bad Love is too messy and self-indulgent.",24,rotten,41.0,5.4,58,34,http://www.rottentomatoes.com/m/big_bad_love/,72.0,3.6,1185
196,"Michael Caine, Tom Courtenay, David Hemmings, Bob Hoskins",2 wins &amp; 5 nominations.,2197234.0,"UK, Germany",13 Aug 2002,Fred Schepisi,[Drama],English,78.0,A group of old friends reminisce about their lives over the years after the death of one of their crew.,https://images-na.ssl-images-amazon.com/images/M/MV5BNzk2OTYzMTIwMV5BMl5BanBnXkFtZTcwNzkxNDkyMQ@@._V1_SX300.jpg,Sony Pictures Classics,R,11 Jan 2002,True,109.0,Last Orders,movie,http://www.sonyclassics.com/lastorders,"Graham Swift (novel), Fred Schepisi",2001,58f85d9c0d39b85b38207c0c,Drama,tt0253200,253200,7.0,"5,039",5112,0.375,14778.0,"With a cast that includes some of the best acting talent in Britain, Last Orders is a rewarding character-driven ensemble piece.",70,certified,79.0,7.0,89,19,http://www.rottentomatoes.com/m/last_orders/,72.0,3.4,3074
197,"Naseeruddin Shah, Lillete Dubey, Shefali Shetty, Vijay Raaz",Nominated for 1 Golden Globe. Another 6 wins &amp; 11 nominations.,14000000.0,"India, USA, Italy, Germany, France",24 Sep 2002,Mira Nair,"[Comedy, Drama, Romance]","Hindi, English",77.0,"A stressed father, a bride-to-be with a secret, a smitten event planner, and relatives from around the world create much ado about the preparations for an arranged marriage in India.",https://images-na.ssl-images-amazon.com/images/M/MV5BZWMzMDJhMjgtZjk2NS00ZDM4LThmOGMtOTQzYWU3N2Y4Y2M2XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,USA Films,R,26 Apr 2002,True,114.0,Monsoon Wedding,movie,http://www.monsoonweddingmovie.com,Sabrina Dhawan,2001,58f85d9c0d39b85b38207c0d,Comedy|Romance,tt0265343,265343,7.4,"19,778",5135,0.3375,480.0,"An insightful, energetic blend of Hollywood and Bollywood styles, Monsoon Wedding is a colorful, exuberant celebration of modern-day India, family, love, and life.",113,certified,95.0,7.9,119,6,http://www.rottentomatoes.com/m/monsoon_wedding/,87.0,3.8,27447
198,"Vincent Gallo, Tricia Vessey, Béatrice Dalle, Alex Descas",3 nominations.,9189.0,"France, Germany, Japan",26 Apr 2005,Claire Denis,"[Horror, Thriller, Drama]","French, English",40.0,"Shane and June Brown are an American couple honeymooning in Paris in an effort to nurture their new life together, a life complicated by Shane's mysterious and frequent visits to a medical ...",https://images-na.ssl-images-amazon.com/images/M/MV5BYjgzNzAxOGYtNzM2MC00MzZhLWEwZTItMDZiMDc2ODY0ZmMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Lot 47 Films,NOT RATED,11 Jul 2001,True,101.0,Trouble Every Day,movie,http://www.lot47.com/troubleeveryday,"Claire Denis, Jean-Pol Fargeau",2001,58f85d9c0d39b85b38207c0e,Drama|Horror|Thriller,tt0204700,204700,6.1,"5,303",5153,0.25,40723.0,An erotic thriller dulled by a messy narrative.,24,rotten,49.0,5.8,49,25,http://www.rottentomatoes.com/m/trouble_every_day/,56.0,3.4,2466
199,"Bill Paxton, Matthew McConaughey, Powers Boothe, Matt O'Leary",5 wins &amp; 16 nominations.,13076378.0,"USA, Germany",17 Sep 2002,Bill Paxton,"[Crime, Drama, Thriller]",English,64.0,"A man confesses to an FBI agent his family's story of how his religious fanatic father's visions lead to a series of murders to destroy supposed ""demons.""",https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxNTE2MTY1Ml5BMl5BanBnXkFtZTYwODYyMTc2._V1_SX300.jpg,Lions Gate Films,R,12 Apr 2002,True,100.0,Frailty,movie,http://www.frailtythefilm.com,Brent Hanley,2001,58f85d9c0d39b85b38207c0f,Crime|Drama|Thriller,tt0264616,264616,7.3,"61,053",5294,-0.5,12149.0,"Creepy and disturbing, Frailty is well-crafted, low-key horror.",108,certified,73.0,6.8,148,40,http://www.rottentomatoes.com/m/frailty/,79.0,3.5,52617
200,"Patricia Arquette, Rhys Ifans, Tim Robbins, Ken Magee",2 wins &amp; 1 nomination.,651165.0,"France, USA",10 Dec 2002,Michel Gondry,"[Comedy, Drama, Mystery]","English, French",56.0,"A woman is in love with a man in love with another woman, and all three have designs on a young man raised as an ape.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyODUwNDI2NV5BMl5BanBnXkFtZTcwNzEyMjcyMQ@@._V1_SX300.jpg,Fine Line Features,R,12 Apr 2002,True,96.0,Human Nature,movie,http://www.humannaturemovie.com,Charlie Kaufman,2001,58f85d9c0d39b85b38207c10,Comedy|Romance,tt0219822,219822,6.4,"15,647",5298,-0.05,441.0,"As quirky as Being John Malkovich but not as funny, Human Nature feels too forced and unengaging.",46,rotten,49.0,5.8,94,48,http://www.rottentomatoes.com/m/1113402-human_nature/,61.0,3.3,12403
201,"Mira Sorvino, Rachael Stirling, Ben Kingsley, Jay Rodan",3 nominations.,345851.0,"Italy, UK, Germany",29 Oct 2002,Clare Peploe,"[Comedy, Romance]","English, French",58.0,"A princess is determined to restore her homeland's throne to its rightful heir, a young prince with whom she falls in love.",https://images-na.ssl-images-amazon.com/images/M/MV5BNzk5MzQyMzU4OF5BMl5BanBnXkFtZTcwODM1NTYxMQ@@._V1_SX300.jpg,Paramount Classics,PG-13,10 May 2002,True,112.0,The Triumph of Love,movie,http://www.paramountclassics.com/triumphoflove/index.html,"Marivaux (play), Clare Peploe, Marilyn Goldin, Bernardo Bertolucci",2001,58f85d9c0d39b85b38207c11,Comedy,tt0253840,253840,6.0,"1,331",5321,0.315,35337.0,"Not as charming as it could have been, Triumph of Love plays too broadly and amounts to little more than a trifle.",34,rotten,48.0,5.5,71,37,http://www.rottentomatoes.com/m/the_triumph_of_love/,51.0,3.1,1490
202,"Kirsten Dunst, Edward Herrmann, Eddie Izzard, Cary Elwes",1 win &amp; 1 nomination.,3176936.0,"UK, Germany, Canada, USA",20 Aug 2002,Peter Bogdanovich,"[Drama, Romance]",English,63.0,Semi-true story of the Hollywood murder that occurred at a star-studded gathering aboard William Randolph Hearst's yacht in 1924.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3ODI4NjU5OV5BMl5BanBnXkFtZTcwNTE1NzEyMQ@@._V1_SX300.jpg,Lions Gate Films Releasing,PG-13,03 May 2002,True,114.0,The Cat's Meow,movie,http://www.catsmeowthefilm.com,"Steven Peros (screenplay), Steven Peros (play)",2001,58f85d9c0d39b85b38207c12,Drama|Thriller,tt0266391,266391,6.4,"6,943",5297,1.0,35080.0,The Cat's Meow is a deliciously evoked period piece and whodunit.,93,certified,75.0,6.5,124,31,http://www.rottentomatoes.com/m/cats_meow/,51.0,3.1,7876
203,"Jennifer Westfeldt, Tovah Feldshuh, Esther Wurmfeld, Hillel Friedman",8 wins &amp; 3 nominations.,6960929.0,USA,17 Sep 2002,Charles Herman-Wurmfeld,"[Comedy, Drama, Romance]",English,72.0,A woman searching for the perfect man instead discovers the perfect woman.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyODA0NTc4OF5BMl5BanBnXkFtZTcwMjc0MDEyMQ@@._V1_SX300.jpg,Fox Searchlight Pictures,R,05 Apr 2002,True,97.0,Kissing Jessica Stein,movie,http://216.133.243.67,"Heather Juergensen, Jennifer Westfeldt",2001,58f85d9c0d39b85b38207c13,Comedy|Romance,tt0264761,264761,6.7,"14,154",5222,0.5,15647.0,A trite but refreshing and comical spin on nature of love.,100,certified,84.0,7.1,119,19,http://www.rottentomatoes.com/m/kissing_jessica_stein/,65.0,3.2,16483
204,"Sean Penn, Jay Adams, Tony Alva, Jeff Ament",7 wins &amp; 6 nominations.,1187606.0,USA,06 Aug 2002,Stacy Peralta,"[Documentary, Sport]",English,76.0,Documentary about the pioneering 1970s Zephyr skating team.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4NTEwMTg5M15BMl5BanBnXkFtZTcwNzQ4NTgyMQ@@._V1_SX300.jpg,Sony Pictures Classics,PG-13,10 May 2002,True,91.0,Dogtown and Z-Boys,movie,http://www.sonyclassics.com/dogtown,"Stacy Peralta, Craig Stecyk",2001,58f85d9c0d39b85b38207c14,Documentary,tt0275309,275309,7.7,"10,469",5325,0.5,1282.0,"Dogtown and Z-Boys is a colorful, exhilarating look at the skateboarding subculture.",87,certified,92.0,7.5,95,8,http://www.rottentomatoes.com/m/dogtown_and_zboys/,89.0,3.9,13755
205,"Kane Hodder, Jeff Geddis, Lexa Doig, David Cronenberg",1 nomination.,12610731.0,"USA, Canada",01 Jun 2004,James Isaac,"[Action, Horror, Sci-Fi]",English,25.0,"Jason Voorhees returns with a new look, a new machete, and his same murderous attitude as he is awakened on a spaceship in the 25th century.",https://images-na.ssl-images-amazon.com/images/M/MV5BYzc0MDllYjktYzFjZi00OTgwLWJmZWMtODlmMTVlODQyZTgwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,New Line Cinema,R,26 Apr 2002,True,91.0,Jason X,movie,http://www.jasonx.com,"Victor Miller (characters), Todd Farmer",2001,58f85d9c0d39b85b38207c15,Horror|Sci-Fi|Thriller,tt0211443,211443,4.4,"39,662",5323,-0.125,11470.0,"Jason goes to the future, but the story is still stuck in the past.",20,rotten,19.0,3.6,104,84,http://www.rottentomatoes.com/m/jason_x/,24.0,2.5,71212
206,"Om Puri, Aasif Mandvi, Ayesha Dharker, Jimi Mistry",1 win.,291000.0,"UK, India, USA",25 Feb 2003,Ismail Merchant,"[Comedy, Drama]",English,64.0,"In 1950s Trinidad, a frustrated writer supports himself as a masseur--and soon becomes a revered mystic and politico.",http://ia.media-imdb.com/images/M/MV5BMjEzNDIyMjc2N15BMl5BanBnXkFtZTcwNTYwOTQyMQ@@._V1_SX300.jpg,ThinkFilm,PG,29 Mar 2002,True,117.0,The Mystic Masseur,movie,http://www.merchantivory.com/mysticmasseur.html,"V.S. Naipaul (novel), Caryl Phillips (screenplay)",2001,58f85d9c0d39b85b38207c16,Drama,tt0282771,282771,5.9,416,5350,0.25,69850.0,"Though pretty to look at, The Mystic Masseur is too slow-paced and lacks narrative tension.",33,rotten,52.0,5.8,64,31,http://www.rottentomatoes.com/m/mystic_masseur/,26.0,2.8,116
207,"Jeremy Davies, Angela Lindvall, Élodie Bouchez, Gérard Depardieu",1 nomination.,301194.0,"USA, Luxembourg, France, Italy",10 Sep 2002,Roman Coppola,"[Drama, Comedy, Sci-Fi]","English, French, Italian",56.0,"A young filmmaker in 1960s Paris juggles directing a cheesy sci-fi debacle, directing his own personal art film, coping with his crumbling relationship with his girlfriend, and a new-found infatuation with the sci-fi film's starlet.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5MzIwODg3MV5BMl5BanBnXkFtZTcwODExMzYyMQ@@._V1_SX300.jpg,United Artists Pictures/MGM,R,31 May 2002,True,88.0,CQ,movie,http://www.mgm.com/experiencecq,Roman Coppola,2001,58f85d9c0d39b85b38207c17,Drama,tt0254199,254199,6.3,"4,174",5390,0.4,27834.0,CQ is a stylish and fun homage to campy 1960s flicks.,50,fresh,67.0,6.2,75,25,http://www.rottentomatoes.com/m/cq/,69.0,3.4,5209
208,"Matthew McConaughey, David Connolly, Joseph Siravo, A.D. Miles",8 wins &amp; 7 nominations.,3004491.0,USA,19 Nov 2002,Jill Sprecher,[Drama],"English, German, Italian",74.0,"In New York City, the lives of a lawyer, an actuary, a house-cleaner, a professor and the people around them intersect as they ponder order and happiness in the face of life's cold unpredictability.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDg2ODEzNTUyNl5BMl5BanBnXkFtZTcwMTIyMjA0MQ@@._V1_SX300.jpg,Sony Pictures Classics,R,05 Jul 2002,True,104.0,Thirteen Conversations About One Thing,movie,http://www.sonyclassics.com/13conversations,"Karen Sprecher, Jill Sprecher",2001,58f85d9c0d39b85b38207c18,Drama,tt0268690,268690,7.1,"8,649",5391,0.4,17734.0,Thirteen Conversations About One Thing is an intelligent and poignant look at lives intersecting.,94,certified,83.0,7.3,113,19,http://www.rottentomatoes.com/m/thirteen_conversations_about_one_thing/,71.0,3.4,8243
209,"Ian Holm, Iben Hjejle, Tim McInnerny, Tom Watson",1 win.,476397.0,"Italy, UK, Germany",02 Aug 2002,Alan Taylor,"[Comedy, Drama, Romance]",English,60.0,,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MTQ1OTQyM15BMl5BanBnXkFtZTcwMzgxOTAyMQ@@._V1_SX300.jpg,Paramount Classics,PG,07 Dec 2001,True,107.0,The Emperor's New Clothes,movie,http://www.paramountclassics.com/emperorsnewclothes,"Simon Leys (novel), Kevin Molony (screenplay), Alan Taylor (screenplay), Herbie Wave (screenplay)",2001,58f85d9c0d39b85b38207c19,Comedy,tt0282768,282768,7.0,"2,215",5422,0.478787878788,52258.0,"The premise of The Emperor's New Clothes is intriguing, and Holm gives a delightful performance.",62,fresh,73.0,6.5,85,23,http://www.rottentomatoes.com/m/emperors_new_clothes/,63.0,3.5,899
210,"Troy Ruptash, Emily Mortimer, Brenda Blethyn, Raven Goodwin",3 wins &amp; 14 nominations.,4186931.0,USA,26 Nov 2002,Nicole Holofcener,"[Comedy, Drama, Romance]",English,75.0,Self-esteem and insecurity are at the heart of this comedy about the relationship between a mother and her three confused daughters.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5NjIyOTI4M15BMl5BanBnXkFtZTYwNDA2Mzg5._V1_SX300.jpg,Lions Gate Releasing,R,02 Aug 2002,True,91.0,Lovely &amp; Amazing,movie,http://www.lovelyandamazing.com,Nicole Holofcener,2001,58f85d9c0d39b85b38207c1a,Comedy|Drama|Romance,tt0258273,258273,6.9,"6,089",5450,0.362857142857,50035.0,The bitingly truthful Lovely &amp; Amazing is a smart and perceptive female character study.,104,certified,86.0,7.3,121,17,http://www.rottentomatoes.com/m/lovely_and_amazing/,63.0,3.4,5243
211,"Ella Jones, Anna Popplewell, Cameron Powrie, Trudie Styler",2 nominations.,55337.0,"UK, Germany",17 Jun 2003,Sandra Goldbacher,[Drama],"English, French",67.0,Two best friends grow up on the Isle of Wight and in Brighton in the 1970s and 1980s.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1OTc3ODIzNV5BMl5BanBnXkFtZTcwMzg0NDAyMQ@@._V1_SX300.jpg,Independent Distribution Partn,R,23 Nov 2001,True,107.0,Me Without You,movie,http://www.mewithoutyoumovie.com/movie.html,"Sandra Goldbacher (screenplay), Laurence Coriat (screenplay)",2001,58f85d9c0d39b85b38207c1b,Comedy|Drama,tt0263725,263725,7.0,"3,805",5461,0.230555555556,26290.0,"At times ponderous, Me Without You is engaging due to the fine work by Williams and Friel.",43,fresh,66.0,6.2,65,22,http://www.rottentomatoes.com/m/me_without_you/,79.0,3.7,6819
212,"Charlotte Gainsbourg, Yvan Attal, Terence Stamp, Noémie Lvovsky",1 win &amp; 2 nominations.,738414.0,France,10 Dec 2002,Yvan Attal,"[Comedy, Drama, Romance]","French, English",57.0,"A ""normal"" guy who is married to a hot actress gets worried that she is involved with her costar. This worry turns into jealousy and causes problems in their relationship. This is a story about trust and a comedy about the actions between men and women.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3OTUyNDE0M15BMl5BanBnXkFtZTYwNzg2Nzg5._V1_SX300.jpg,Sony Pictures Classics,R,14 Nov 2001,True,95.0,My Wife Is an Actress,movie,http://www.sonyclassics.com/mywifeisanactress/index-flash.html,Yvan Attal,2001,58f85d9c0d39b85b38207c1c,Comedy|Drama|Romance,tt0269499,269499,6.6,"3,244",5466,0.5,14651.0,"My Wife is an Actress is a delightful, snappy romantic comedy.",48,fresh,66.0,6.3,73,25,http://www.rottentomatoes.com/m/my_wife_is_an_actress/,65.0,3.4,3126
213,"Jeffrey Tambor, Jill Clayburgh, Caroline Aaron, Bill Duke",1 nomination.,196147.0,USA,27 Jan 2003,Eric Schaeffer,"[Comedy, Romance]",English,30.0,Two people who have pledged never to fall in love again then discover each other in a gay bar.,http://ia.media-imdb.com/images/M/MV5BMTgwMjA3MjAwNl5BMl5BanBnXkFtZTcwMjk0MDU1MQ@@._V1_SX300.jpg,USA Films,R,11 Mar 2001,True,98.0,Never Again,movie,http://www.focusfeatures.com/,Eric Schaeffer,2001,58f85d9c0d39b85b38207c1d,Comedy|Romance,tt0244094,244094,6.0,709,5467,0.266666666667,96238.0,"The performances are excellent, but much of the story rings false.",19,rotten,31.0,4.4,61,42,http://www.rottentomatoes.com/m/never_again/,66.0,3.3,974
214,"Paz Vega, Tristán Ulloa, Najwa Nimri, Daniel Freire",9 wins &amp; 17 nominations.,1371826.0,"Spain, France",25 Mar 2003,Julio Medem,"[Drama, Romance]","Spanish, English",65.0,"Various lives converge on an isolated island, all connected by an author whose novel has become inextricably entwined with his own life.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxMTAwMDgyMV5BMl5BanBnXkFtZTcwMDE3NTgyMQ@@._V1_SX300.jpg,Palm Pictures,R,24 Aug 2001,True,128.0,Sex and Lucia,movie,http://www.sexandluciafilm.com/,Julio Medem,2001,58f85d9c0d39b85b38207c1e,Drama|Romance,tt0254455,254455,7.2,"29,777",5477,-0.1,1364.0,Beneath the gratuitous nudity lies a complex and visually striking movie.,49,fresh,71.0,6.5,69,20,http://www.rottentomatoes.com/m/sex_and_lucia/,85.0,3.8,21886
215,"Christian Slater, Tim Allen, Portia de Rossi, Richard Dreyfuss",2 nominations.,64867.0,"USA, Canada",07 Jan 2003,Chris Ver Wiel,"[Comedy, Crime]",English,36.0,"Cletis Tout is a comedy about mistaken identities, a hit man who sees everything in terms of the movies and a twenty year old diamond heist.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyMjYwNTA5OV5BMl5BanBnXkFtZTcwODk4OTMyMQ@@._V1_SX300.jpg,Paramount Classics,R,21 Dec 2001,True,92.0,Who Is Cletis Tout?,movie,http://www.paramountclassics.com/cletistout,Chris Ver Wiel,2001,58f85d9c0d39b85b38207c1f,Comedy,tt0246500,246500,6.4,"3,534",5486,0.125,33152.0,"Cliched and endlessly self-referential, Who Is Cletis Tout? doesn't add anything original to the crime genre.",13,rotten,23.0,4.3,56,43,http://www.rottentomatoes.com/m/who_is_cletis_tout/,51.0,3.1,2378
216,"Anouk Aimée, Greta Scacchi, Maximilian Schell, Ron Silver",,41006.0,USA,24 Sep 2002,Henry Jaglom,[Comedy],English,46.0,"Cannes, 1999. Alice, an actress, wants to direct an indie picture. Kaz, a talkative (and maybe bogus) deal maker, promises $3 million if she'll use Millie, an aging French star. But, Rick, ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzMjE2NzE3Nl5BMl5BanBnXkFtZTcwNjAzNjkxMQ@@._V1_SX300.jpg,Paramount Classics,PG-13,25 Jul 2002,True,100.0,Festival in Cannes,movie,http://www.paramountclassics.com/festivalincannes,"Victoria Foyt, Henry Jaglom",2001,58f85d9c0d39b85b38207c20,Drama,tt0273607,273607,6.0,493,5656,0.5,120694.0,"One of Jaglom's better films, Festival in Cannes is an enjoyable insider's take on the movie industry.",35,fresh,65.0,6.1,54,19,http://www.rottentomatoes.com/m/festival_in_cannes/,34.0,2.8,825
217,"Andy Garcia, Mick Jagger, Julianna Margulies, Olivia Williams",,1288188.0,USA,18 Mar 2003,George Hickenlooper,"[Drama, Romance]",English,57.0,A failed novelist's inability to pay the bills strains relations with his wife and leads him to work at an escort service where he becomes entwined with a wealthy woman whose husband is a successful writer.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxODEyMDA0Ml5BMl5BanBnXkFtZTYwMTYzNDg5._V1_SX300.jpg,Fireworks Pictures,R,28 Nov 2002,True,106.0,The Man from Elysian Fields,movie,http://www.elysianfieldsmovie.com/,Phillip Jayson Lasker,2001,58f85d9c0d39b85b38207c21,Drama,tt0265307,265307,6.7,"3,703",5635,0.266666666667,15720.0,This story about a gigolo isn't plausible or compelling enough.,36,rotten,51.0,5.9,70,34,http://www.rottentomatoes.com/m/man_from_elysian_fields/,55.0,3.3,1487
218,"Rica Matsumoto, Veronica Taylor, Rachael Lillis, Ikue Ohtani",,1590975.0,"Japan, USA",18 Mar 2003,"Jim Malone, Kunihiko Yuyama","[Animation, Action, Adventure]","Japanese, English",25.0,Ash must stop a hunter who forces the legendary Pokémon Celebi to help him destroy a forest.,http://ia.media-imdb.com/images/M/MV5BMTk4OTI5ODI4N15BMl5BanBnXkFtZTYwODk0NDg5._V1_SX300.jpg,Miramax Films,G,11 Oct 2002,True,75.0,Pokémon 4: The Movie,movie,http://www.pokemon.com/movies/movie4,"Hideki Sonoda (screenplay), Hideki Sonoda",2001,58f85d9c0d39b85b38207c22,Adventure|Animation|Children|Fantasy,tt0313487,313487,5.5,"5,028",5672,0.0,12600.0,Only for diehard Pokemon fans.,5,rotten,14.0,3.5,37,32,http://www.rottentomatoes.com/m/pokemon_4ever/,54.0,3.3,15128
219,"Barry Pepper, Andy Davoli, Seth Green, Vin Diesel",2 nominations.,11509127.0,USA,25 Feb 2003,"Brian Koppelman, David Levien","[Crime, Drama, Thriller]",English,30.0,"The wannabe sons of mobsters go to a remote town in the Midwest, and get themselves into more trouble than anyone could anticipate.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0OTA1NzY2Ml5BMl5BanBnXkFtZTYwMDI4NDU3._V1_SX300.jpg,New Line Cinema,R,11 Oct 2002,True,92.0,Knockaround Guys,movie,http://www.knockaroundguys.com,"Brian Koppelman, David Levien",2001,58f85d9c0d39b85b38207c23,Action|Comedy|Crime,tt0211465,211465,6.1,"19,863",5665,0.0,7501.0,"Well-acted, but it's too derivative.",20,rotten,20.0,4.3,99,79,http://www.rottentomatoes.com/m/knockaround_guys/,51.0,3.1,39502
220,"Samuel L. Jackson, Nigel Whitmey, Robert Jezek, Emily Mortimer",1 nomination.,5142921.0,"UK, Canada",04 Feb 2003,Ronny Yu,"[Action, Comedy, Crime]",English,23.0,An American master chemist plans to score big on a once in a lifetime drug deal. All does not go as planned and he is soon entangled in a web of deceit.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NzU4NjEwNV5BMl5BanBnXkFtZTYwNTk4NzM3._V1_SX300.jpg,Screen Gems,R,18 Oct 2002,True,93.0,Formula 51,movie,http://www.sonypictures.com/movies/formula51,Stel Pavlou,2001,58f85d9c0d39b85b38207c24,Action|Comedy|Crime|Thriller,tt0227984,227984,6.3,"43,237",5678,0.05625,1613.0,"Filled with profanities, Formula 51 is a stylized and incoherent mess that doesn't add up to much.",26,rotten,25.0,4.3,102,76,http://www.rottentomatoes.com/m/formula_51/,59.0,3.1,36815
221,"Juliane Köhler, Merab Ninidze, Sidede Onyulo, Matthias Habich",Won 1 Oscar. Another 17 wins &amp; 6 nominations.,5888057.0,Germany,30 Sep 2003,Caroline Link,"[Biography, Drama]","English, Swahili, German",72.0,A German Jewish refugee family moves to and adjusts to a farm life in 1930s Kenya.,http://ia.media-imdb.com/images/M/MV5BMTc5MjYyMTcyM15BMl5BanBnXkFtZTcwMDU1NzAyMQ@@._V1_SX300.jpg,Zeitgeist Films,R,16 May 2003,True,141.0,Nowhere in Africa,movie,http://www.nowhereinafrica.com/,"Caroline Link, Stefanie Zweig (novel)",2001,58f85d9c0d39b85b38207c25,Drama,tt0161860,161860,7.7,"10,699",6216,0.3,1591.0,"A visually lovely epic with compelling, three-dimensional characters.",83,certified,85.0,7.5,98,15,http://www.rottentomatoes.com/m/nowhere-in-africa/,88.0,4.0,6797
